frame,timestamp,exercise,probability
<<<<<<< HEAD
92,1753622454.6454132,pull-ups,0.7684606313705444
93,1753622455.155998,pull-ups,0.2952044904232025
94,1753622455.6913528,pull-ups,0.005242838989943266
95,1753622456.2171674,pull-ups,0.0036455225199460983
96,1753622456.742954,pull-ups,0.020131833851337433
97,1753622457.2626865,pull-ups,0.4123038947582245
98,1753622457.7781403,pull-ups,0.7640699148178101
99,1753622458.2998538,pull-ups,0.6100143194198608
100,1753622458.8261847,pull-ups,0.287584513425827
101,1753622459.4005113,pull-ups,0.00783320888876915
102,1753622459.9469323,squats,0.3678792715072632
103,1753622460.482684,squats,0.6140159368515015
104,1753622460.9926684,dips,0.018609901890158653
105,1753622461.5176141,dips,0.28822967410087585
106,1753622462.0319092,dips,0.019248532131314278
107,1753622462.5562122,dips,0.4849450886249542
108,1753622463.0904949,squats,0.40790125727653503
109,1753622463.6117196,squats,0.2062664031982422
110,1753622464.1403167,squats,0.41874730587005615
111,1753622464.6507883,dips,0.0035549926105886698
112,1753622465.1783917,dips,0.0004669606569223106
113,1753622465.686941,dips,0.024476630613207817
114,1753622466.228331,squats,0.5160397887229919
115,1753622466.7342072,squats,0.16623637080192566
116,1753622467.2613225,squats,0.44977447390556335
117,1753622467.7849061,dips,0.0067473952658474445
118,1753622468.2969348,dips,0.000603079388383776
119,1753622468.8314607,dips,0.021420281380414963
120,1753622469.3537905,squats,0.5369639992713928
121,1753622469.879502,squats,0.38351282477378845
122,1753622470.3913164,squats,0.29435232281684875
123,1753622470.9076998,squats,0.4808375835418701
124,1753622471.4363453,dips,0.0026251638773828745
125,1753622471.961317,dips,0.0002675136784091592
126,1753622472.4762456,dips,0.0022753109224140644
127,1753622472.9899316,dips,0.0014034236082807183
128,1753622473.5028007,dips,0.013953610323369503
129,1753622474.0244308,dips,0.06586747616529465
130,1753622474.546475,dips,0.022893695160746574
131,1753622475.0890548,dips,3.83208753191866e-05
132,1753622475.6563017,squats,0.12950624525547028
133,1753622476.2711546,squats,0.08611802756786346
134,1753622476.8161583,push-ups,0.6819077134132385
135,1753622477.443853,push-ups,0.7109136581420898
136,1753622478.0594118,push-ups,0.058371007442474365
137,1753622478.655347,squats,0.41234129667282104
138,1753622479.2354815,squats,0.162252739071846
139,1753622479.7770522,push-ups,0.6698153614997864
140,1753622480.35114,push-ups,0.7738233208656311
141,1753622480.8917332,push-ups,0.3119175136089325
142,1753622481.438776,push-ups,0.05645554140210152
143,1753622481.9618275,push-ups,0.08214523643255234
144,1753622482.499728,push-ups,0.09801725298166275
145,1753622483.0251696,squats,0.10288379341363907
146,1753622483.5446594,push-ups,0.4087105095386505
147,1753622484.0854385,push-ups,0.0820121243596077
148,1753622484.6399057,push-ups,0.087502621114254
149,1753622485.1670697,dips,0.0038611949421465397
150,1753622485.6915383,dips,0.1509733647108078
151,1753622486.227173,squats,0.005992039572447538
152,1753622486.7588515,squats,0.03571784123778343
153,1753622487.278105,dips,0.0005821582744829357
154,1753622487.7938025,dips,0.006708183325827122
155,1753622488.341276,dips,0.06437187641859055
156,1753622488.932177,dips,0.004163506906479597
157,1753622489.477752,dips,0.003707707393914461
158,1753622490.0530677,dips,0.002993119414895773
159,1753622490.5681484,squats,0.14523008465766907
160,1753622491.1725266,squats,0.01873248629271984
161,1753622491.7467103,squats,0.004541249945759773
162,1753622492.4449673,squats,0.120028555393219
163,1753622493.0273662,squats,0.5390276312828064
=======
1,1753692615.455394,squats,0.017323125153779984
2,1753692615.6000085,squats,0.13495658338069916
3,1753692616.0123003,dips,0.2960655987262726
4,1753692616.1718676,dips,0.3251003921031952
5,1753692616.484114,dips,0.45421838760375977
6,1753692616.812695,dips,0.36858364939689636
7,1753692617.1391087,dips,0.2717705965042114
8,1753692617.463263,dips,0.150803342461586
9,1753692617.7668009,dips,0.19489581882953644
10,1753692618.1284108,dips,0.27085497975349426
11,1753692618.7923884,squats,0.28777551651000977
12,1753692619.451985,squats,0.3110721707344055
13,1753692619.8118987,squats,0.2936621904373169
14,1753692620.3564868,squats,0.2982581853866577
15,1753692620.614944,squats,0.29682350158691406
16,1753692620.9252439,squats,0.29394569993019104
17,1753692621.2613978,squats,0.2916288673877716
18,1753692621.6138816,squats,0.3046858608722687
19,1753692621.9194956,squats,0.2995671331882477
20,1753692622.2720199,squats,0.29847443103790283
21,1753692622.6067543,squats,0.29550614953041077
22,1753692623.2115686,pull-ups,0.03233742341399193
23,1753692623.3464189,dips,0.2559002637863159
24,1753692623.6637297,pull-ups,0.03053342178463936
25,1753692625.2213957,dips,0.4109479784965515
26,1753692626.0890677,dips,0.3904545307159424
27,1753692627.003219,squats,0.012554582208395004
28,1753692627.9356794,squats,0.005594019312411547
29,1753692628.8140242,squats,0.056869350373744965
30,1753692629.7354038,pull-ups,0.010908684693276882
31,1753692630.6353662,squats,0.32831060886383057
32,1753692631.4525378,squats,0.32459402084350586
33,1753692631.8797348,dips,0.33317068219184875
34,1753692632.3336148,pull-ups,0.036804258823394775
35,1753692632.7812617,pull-ups,0.02123941294848919
36,1753692633.2500072,squats,0.3232908844947815
37,1753692633.703197,pull-ups,0.021980466321110725
38,1753692634.0094016,pull-ups,0.021075541153550148
39,1753692634.3069553,pull-ups,0.013878787867724895
40,1753692634.602937,pull-ups,0.012854322791099548
41,1753692634.9576979,pull-ups,0.017533453181385994
42,1753692635.2773936,pull-ups,0.02080414816737175
43,1753692635.6032004,pull-ups,0.01648584008216858
44,1753692635.9355497,pull-ups,0.013121393509209156
45,1753692636.2658064,pull-ups,0.01646338775753975
46,1753692636.6092865,pull-ups,0.011588668450713158
47,1753692636.950632,pull-ups,0.017504511401057243
48,1753692637.2775083,pull-ups,0.020701272413134575
49,1753692637.626469,pull-ups,0.021131079643964767
50,1753692637.9338486,dips,0.21613535284996033
51,1753692638.2627704,dips,0.27997520565986633
52,1753692638.6062121,pull-ups,0.018291430547833443
53,1753692638.930215,pull-ups,0.01757284253835678
54,1753692639.2742987,pull-ups,0.01841573975980282
55,1753692639.5923245,pull-ups,0.02023862861096859
56,1753692639.9353857,pull-ups,0.015931079164147377
57,1753692640.2666922,pull-ups,0.01820720173418522
58,1753692640.5982256,pull-ups,0.013068847358226776
59,1753692640.9469993,pull-ups,0.030722904950380325
60,1753692641.2852187,dips,0.25385698676109314
61,1753692641.6261704,dips,0.27451348304748535
62,1753692641.9521894,pull-ups,0.022291015833616257
63,1753692642.2813766,pull-ups,0.01697758212685585
64,1753692642.7281663,pull-ups,0.0222016628831625
65,1753692643.0478668,dips,0.2107054591178894
66,1753692643.3802526,dips,0.19432896375656128
67,1753692643.748082,dips,0.24541440606117249
68,1753692644.0592906,pull-ups,0.02326596900820732
69,1753692644.4737105,pull-ups,0.025137316435575485
70,1753692645.4241316,pull-ups,0.02581770531833172
71,1753692645.8253047,pull-ups,0.039814241230487823
72,1753692646.1721668,dips,0.23770557343959808
73,1753692646.5981994,dips,0.21507062017917633
74,1753692647.068938,dips,0.22046776115894318
75,1753692647.5289946,dips,0.24936355650424957
76,1753692648.1089172,dips,0.24305084347724915
77,1753692648.5521727,dips,0.2531262934207916
78,1753692649.0463243,dips,0.24364438652992249
79,1753692649.5591493,pull-ups,0.030325651168823242
80,1753692649.875215,dips,0.25582876801490784
81,1753692650.2178516,pull-ups,0.03657708689570427
82,1753692650.5571427,dips,0.23036836087703705
83,1753692651.0243156,dips,0.22545461356639862
84,1753692651.4125328,dips,0.26391226053237915
85,1753692651.8719556,pull-ups,0.02962365187704563
86,1753692652.400156,pull-ups,0.036676641553640366
87,1753692652.8452334,pull-ups,0.01783669739961624
88,1753692653.201211,dips,0.2673802375793457
89,1753692653.5314322,pull-ups,0.02863885834813118
90,1753692653.8288753,pull-ups,0.024012109264731407
91,1753692654.135559,pull-ups,0.01467215921729803
92,1753692654.492167,pull-ups,0.03217615932226181
93,1753692654.8229632,dips,0.4347098767757416
94,1753692655.125064,dips,0.30365338921546936
95,1753692655.4561307,pull-ups,0.062148742377758026
96,1753692655.7970712,dips,0.5653043985366821
97,1753692656.2672913,pull-ups,0.06616367399692535
98,1753692656.6645038,pull-ups,0.34146639704704285
99,1753692657.0283034,squats,0.0002843034453690052
100,1753692657.390958,squats,8.189034269889817e-05
101,1753692657.814763,pull-ups,0.15780118107795715
102,1753692658.3171446,pull-ups,0.39812102913856506
103,1753692658.6933782,pull-ups,0.17322608828544617
104,1753692659.007345,dips,0.4137839376926422
105,1753692659.3112113,pull-ups,0.11531486362218857
106,1753692659.6371584,pull-ups,0.21939250826835632
107,1753692659.9666564,pull-ups,0.4141726791858673
108,1753692660.33752,pull-ups,0.37659287452697754
109,1753692660.6722927,pull-ups,0.3431171178817749
110,1753692661.0038702,pull-ups,0.3493976891040802
111,1753692661.3111403,pull-ups,0.3436599671840668
112,1753692661.647694,pull-ups,0.36729055643081665
113,1753692661.959172,pull-ups,0.3018922805786133
114,1753692662.3312087,pull-ups,0.36733511090278625
115,1753692662.6963942,pull-ups,0.38443005084991455
116,1753692663.2240133,push-ups,0.03104410693049431
117,1753692663.4072459,pull-ups,0.15161822736263275
118,1753692663.7673788,pull-ups,0.024693895131349564
119,1753692664.0926993,dips,0.30407676100730896
120,1753692664.4251804,dips,0.24990157783031464
121,1753692664.7277677,dips,0.355023056268692
122,1753692665.0818715,dips,0.23686003684997559
>>>>>>> cbe85bb23a82feeaa487eaf1bc33bfdf1c950784
